"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.07,2.15,0.1,2.67,-4.37345276670274
0.07,2.15,0.1,2.673,-4.34687163313569
0.07,2.15,0.1,2.676,-4.32046975575916
0.07,2.15,0.1,2.679,-4.29424895132676
0.07,2.15,0.1,2.682,-4.26821086956814
0.07,2.15,0.1,2.685,-4.24235700021325
0.07,2.15,0.1,2.688,-4.21668867980015
0.07,2.15,0.1,2.691,-4.19120709826901
0.07,2.15,0.1,2.694,-4.16591330534521
0.07,2.15,0.1,2.697,-4.14080821671464
0.07,2.15,0.1,2.7,-4.11589261999503
0.07,2.15,0.1,2.703,-4.09116718050663
0.07,2.15,0.1,2.706,-4.06663244684652
0.07,2.15,0.1,2.709,-4.04228885627034
0.07,2.15,0.1,2.712,-4.01813673988585
0.07,2.15,0.1,2.715,-3.99417632766254
0.07,2.15,0.1,2.718,-3.97040775326173
0.07,2.15,0.1,2.721,-3.9468310586915
0.07,2.15,0.1,2.724,-3.92344619879122
0.07,2.15,0.1,2.727,-3.90025304554986
0.07,2.15,0.1,2.73,-3.8772513922629
0.07,2.15,0.1,2.733,-3.85444095753219
0.07,2.15,0.1,2.736,-3.83182138911335
0.07,2.15,0.1,2.739,-3.80939226761519
0.07,2.15,0.1,2.742,-3.7871531100555
0.07,2.15,0.1,2.745,-3.76510337327775
0.07,2.15,0.1,2.748,-3.74324245723289
0.07,2.15,0.1,2.751,-3.72156970813055
0.07,2.15,0.1,2.754,-3.70008442146394
0.07,2.15,0.1,2.757,-3.67878584491243
0.07,2.15,0.1,2.76,-3.65767318112596
0.07,2.15,0.1,2.763,-3.63674559039518
0.07,2.15,0.1,2.766,-3.61600219321126
0.07,2.15,0.1,2.769,-3.59544207271908
0.07,2.15,0.1,2.772,-3.5750642770676
0.07,2.15,0.1,2.775,-3.5548678216609
0.07,2.15,0.1,2.778,-3.53485169131356
0.07,2.15,0.1,2.781,-3.51501484231361
0.07,2.15,0.1,2.784,-3.49535620439664
0.07,2.15,0.1,2.787,-3.47587468263401
0.07,2.15,0.1,2.79,-3.45656915923857
0.07,2.15,0.1,2.793,-3.43743849529082
0.07,2.15,0.1,2.796,-3.41848153238844
0.07,2.15,0.1,2.799,-3.39969709422221
0.07,2.15,0.1,2.802,-3.38108398808096
0.07,2.15,0.1,2.805,-3.36264100628834
0.07,2.15,0.1,2.808,-3.34436692757392
0.07,2.15,0.1,2.811,-3.32626051838139
0.07,2.15,0.1,2.814,-3.30832053411595
0.07,2.15,0.1,2.817,-3.29054572033355
0.07,2.15,0.1,2.82,-3.27293481387417
0.07,2.15,0.1,2.823,-3.25548654394129
0.07,2.15,0.1,2.826,-3.23819963312977
0.07,2.15,0.1,2.829,-3.22107279840415
0.07,2.15,0.1,2.832,-3.2041047520294
0.07,2.15,0.1,2.835,-3.1872942024559
0.07,2.15,0.1,2.838,-3.1706398551608
0.07,2.15,0.1,2.841,-3.15414041344714
0.07,2.15,0.1,2.844,-3.13779457920281
0.07,2.15,0.1,2.847,-3.12160105362076
0.07,2.15,0.1,2.85,-3.1055585378822
0.07,2.15,0.1,2.853,-3.08966573380425
0.07,2.15,0.1,2.856,-3.07392134445352
0.07,2.15,0.1,2.859,-3.05832407472715
0.07,2.15,0.1,2.862,-3.04287263190248
0.07,2.15,0.1,2.865,-3.02756572615686
0.07,2.15,0.1,2.868,-3.0124020710588
0.07,2.15,0.1,2.871,-2.99738038403162
0.07,2.15,0.1,2.874,-2.98249938679087
0.07,2.15,0.1,2.877,-2.96775780575658
0.07,2.15,0.1,2.88,-2.95315437244148
0.07,2.15,0.1,2.883,-2.93868782381616
0.07,2.15,0.1,2.886,-2.92435690265229
0.07,2.15,0.1,2.889,-2.91016035784464
0.07,2.15,0.1,2.892,-2.89609694471317
0.07,2.15,0.1,2.895,-2.8821654252857
0.07,2.15,0.1,2.898,-2.86836456856231
0.07,2.15,0.1,2.901,-2.85469315076212
0.07,2.15,0.1,2.904,-2.84114995555327
0.07,2.15,0.1,2.907,-2.82773377426696
0.07,2.15,0.1,2.91,-2.81444340609607
0.07,2.15,0.1,2.913,-2.80127765827926
0.07,2.15,0.1,2.916,-2.78823534627112
0.07,2.15,0.1,2.919,-2.77531529389899
0.07,2.15,0.1,2.922,-2.76251633350707
0.07,2.15,0.1,2.925,-2.74983730608856
0.07,2.15,0.1,2.928,-2.73727706140612
0.07,2.15,0.1,2.931,-2.72483445810139
0.07,2.15,0.1,2.934,-2.71250836379416
0.07,2.15,0.1,2.937,-2.70029765517135
0.07,2.15,0.1,2.94,-2.68820121806668
0.07,2.15,0.1,2.943,-2.67621794753122
0.07,2.15,0.1,2.946,-2.66434674789538
0.07,2.15,0.1,2.949,-2.65258653282269
0.07,2.15,0.1,2.952,-2.64093622535581
0.07,2.15,0.1,2.955,-2.62939475795523
0.07,2.15,0.1,2.958,-2.6179610725308
0.07,2.15,0.1,2.961,-2.60663412046675
0.07,2.15,0.1,2.964,-2.59541286264033
0.07,2.15,0.1,2.967,-2.58429626943437
0.07,2.15,0.1,2.97,-2.5732833207443
0.07,2.15,0.1,2.973,-2.56237300597966
0.07,2.15,0.1,2.976,-2.55156432406057
0.07,2.15,0.1,2.979,-2.5408562834093
0.07,2.15,0.1,2.982,-2.53024790193736
0.07,2.15,0.1,2.985,-2.51973820702819
0.07,2.15,0.1,2.988,-2.50932623551577
0.07,2.15,0.1,2.991,-2.49901103365945
0.07,2.15,0.1,2.994,-2.48879165711502
0.07,2.15,0.1,2.997,-2.47866717090248
0.07,2.15,0.1,3,-2.46863664937047
0.08,2.15,0.1,1.5,-0.286755338452813
0.08,2.15,0.1,1.503,-0.289376142830607
0.08,2.15,0.1,1.506,-0.292025765965271
0.08,2.15,0.1,1.509,-0.29470466708657
0.08,2.15,0.1,1.512,-0.297413311171312
0.08,2.15,0.1,1.515,-0.300152169039854
0.08,2.15,0.1,1.518,-0.302921717454017
0.08,2.15,0.1,1.521,-0.305722439216479
0.08,2.15,0.1,1.524,-0.308554823271647
0.08,2.15,0.1,1.527,-0.311419364808048
0.08,2.15,0.1,1.53,-0.314316565362233
0.08,2.15,0.1,1.533,-0.317246932924239
0.08,2.15,0.1,1.536,-0.320210982044621
0.08,2.15,0.1,1.539,-0.323209233943074
0.08,2.15,0.1,1.542,-0.326242216618688
0.08,2.15,0.1,1.545,-0.329310464961809
0.08,2.15,0.1,1.548,-0.332414520867585
0.08,2.15,0.1,1.551,-0.335554933351182
0.08,2.15,0.1,1.554,-0.338732258664715
0.08,2.15,0.1,1.557,-0.341947060415876
0.08,2.15,0.1,1.56,-0.345199909688344
0.08,2.15,0.1,1.563,-0.34849138516395
0.08,2.15,0.1,1.566,-0.351822073246617
0.08,2.15,0.1,1.569,-0.355192568188142
0.08,2.15,0.1,1.572,-0.358603472215786
0.08,2.15,0.1,1.575,-0.362055395661744
0.08,2.15,0.1,1.578,-0.365548957094469
0.08,2.15,0.1,1.581,-0.36908478345191
0.08,2.15,0.1,1.584,-0.37266351017667
0.08,2.15,0.1,1.587,-0.376285781353095
0.08,2.15,0.1,1.59,-0.379952249846332
0.08,2.15,0.1,1.593,-0.383663577443365
0.08,2.15,0.1,1.596,-0.387420434996052
0.08,2.15,0.1,1.599,-0.391223502566187
0.08,2.15,0.1,1.602,-0.395073469572599
0.08,2.15,0.1,1.605,-0.398971034940308
0.08,2.15,0.1,1.608,-0.40291690725176
0.08,2.15,0.1,1.611,-0.406911804900162
0.08,2.15,0.1,1.614,-0.410956456244915
0.08,2.15,0.1,1.617,-0.415051599769199
0.08,2.15,0.1,1.62,-0.419197984239674
0.08,2.15,0.1,1.623,-0.423396368868364
0.08,2.15,0.1,1.626,-0.427647523476706
0.08,2.15,0.1,1.629,-0.431952228661789
0.08,2.15,0.1,1.632,-0.436311275964777
0.08,2.15,0.1,1.635,-0.440725468041592
0.08,2.15,0.1,1.638,-0.445195618835751
0.08,2.15,0.1,1.641,-0.449722553753506
0.08,2.15,0.1,1.644,-0.454307109841169
0.08,2.15,0.1,1.647,-0.458950135964724
0.08,2.15,0.1,1.65,-0.463652492991665
0.08,2.15,0.1,1.653,-0.468415053975131
0.08,2.15,0.1,1.656,-0.473238704340253
0.08,2.15,0.1,1.659,-0.478124342072818
0.08,2.15,0.1,1.662,-0.483072877910149
0.08,2.15,0.1,1.665,-0.48808523553429
0.08,2.15,0.1,1.668,-0.493162351767418
0.08,2.15,0.1,1.671,-0.498305176769524
0.08,2.15,0.1,1.674,-0.503514674238332
0.08,2.15,0.1,1.677,-0.508791821611455
0.08,2.15,0.1,1.68,-0.514137610270771
0.08,2.15,0.1,1.683,-0.519553045749023
0.08,2.15,0.1,1.686,-0.525039147938575
0.08,2.15,0.1,1.689,-0.530596951302374
0.08,2.15,0.1,1.692,-0.536227505087035
0.08,2.15,0.1,1.695,-0.541931873538055
0.08,2.15,0.1,1.698,-0.547711136117132
0.08,2.15,0.1,1.701,-0.553566387721501
0.08,2.15,0.1,1.704,-0.559498738905351
0.08,2.15,0.1,1.707,-0.565509316103168
0.08,2.15,0.1,1.71,-0.571599261855055
0.08,2.15,0.1,1.713,-0.577769735033926
0.08,2.15,0.1,1.716,-0.584021911074535
0.08,2.15,0.1,1.719,-0.590356982204292
0.08,2.15,0.1,1.722,-0.596776157675801
0.08,2.15,0.1,1.725,-0.603280664001035
0.08,2.15,0.1,1.728,-0.609871745187108
0.08,2.15,0.1,1.731,-0.616550662973533
0.08,2.15,0.1,1.734,-0.623318697070921
0.08,2.15,0.1,1.737,-0.63017714540098
0.08,2.15,0.1,1.74,-0.637127324337766
0.08,2.15,0.1,1.743,-0.64417056895007
0.08,2.15,0.1,1.746,-0.651308233244816
0.08,2.15,0.1,1.749,-0.658541690411347
0.08,2.15,0.1,1.752,-0.665872333066547
0.08,2.15,0.1,1.755,-0.673301573500545
0.08,2.15,0.1,1.758,-0.68083084392296
0.08,2.15,0.1,1.761,-0.688461596709525
0.08,2.15,0.1,1.764,-0.696195304648864
0.08,2.15,0.1,1.767,-0.704033461189333
0.08,2.15,0.1,1.77,-0.711977580685716
0.08,2.15,0.1,1.773,-0.720029198645576
0.08,2.15,0.1,1.776,-0.72818987197507
0.08,2.15,0.1,1.779,-0.736461179224047
0.08,2.15,0.1,1.782,-0.744844720830157
0.08,2.15,0.1,1.785,-0.753342119361761
0.08,2.15,0.1,1.788,-0.761955019759425
0.08,2.15,0.1,1.791,-0.770685089575675
0.08,2.15,0.1,1.794,-0.77953401921278
0.08,2.15,0.1,1.797,-0.788503522158296
0.08,2.15,0.1,1.8,-0.797595335217991
0.08,2.15,0.1,1.803,-0.806811218745919
0.08,2.15,0.1,1.806,-0.816152956871238
0.08,2.15,0.1,1.809,-0.825622357721477
0.08,2.15,0.1,1.812,-0.835221253641818
0.08,2.15,0.1,1.815,-0.844951501410075
0.08,2.15,0.1,1.818,-0.854814982446899
0.08,2.15,0.1,1.821,-0.864813603020818
0.08,2.15,0.1,1.824,-0.874949294447662
0.08,2.15,0.1,1.827,-0.88522401328387
0.08,2.15,0.1,1.83,-0.895639741513238
0.08,2.15,0.1,1.833,-0.906198486726549
0.08,2.15,0.1,1.836,-0.916902282293559
0.08,2.15,0.1,1.839,-0.927753187526791
0.08,2.15,0.1,1.842,-0.938753287836509
0.08,2.15,0.1,1.845,-0.949904694876294
0.08,2.15,0.1,1.848,-0.961209546678554
0.08,2.15,0.1,1.851,-0.972670007779291
0.08,2.15,0.1,1.854,-0.98428826933142
0.08,2.15,0.1,1.857,-0.99606654920594
0.08,2.15,0.1,1.86,-1.00800709208012
0.08,2.15,0.1,1.863,-1.02011216951195
0.08,2.15,0.1,1.866,-1.03238408000001
0.08,2.15,0.1,1.869,-1.04482514902791
0.08,2.15,0.1,1.872,-1.05743772909227
0.08,2.15,0.1,1.875,-1.07022419971349
0.08,2.15,0.1,1.878,-1.08318696742815
0.08,2.15,0.1,1.881,-1.09632846576207
0.08,2.15,0.1,1.884,-1.10965115518303
0.08,2.15,0.1,1.887,-1.1231575230319
0.08,2.15,0.1,1.89,-1.13685008343108
0.08,2.15,0.1,1.893,-1.15073137716914
0.08,2.15,0.1,1.896,-1.16480397156018
0.08,2.15,0.1,1.899,-1.17907046027684
0.08,2.15,0.1,1.902,-1.19353346315548
0.08,2.15,0.1,1.905,-1.20819562597206
0.08,2.15,0.1,1.908,-1.22305962018744
0.08,2.15,0.1,1.911,-1.23812814266038
0.08,2.15,0.1,1.914,-1.25340391532681
0.08,2.15,0.1,1.917,-1.2688896848436
0.08,2.15,0.1,1.92,-1.2845882221953
0.08,2.15,0.1,1.923,-1.30050232226186
0.08,2.15,0.1,1.926,-1.31663480334571
0.08,2.15,0.1,1.929,-1.33298850665618
0.08,2.15,0.1,1.932,-1.34956629574936
0.08,2.15,0.1,1.935,-1.36637105592129
0.08,2.15,0.1,1.938,-1.38340569355243
0.08,2.15,0.1,1.941,-1.4006731354013
0.08,2.15,0.1,1.944,-1.4181763278448
0.08,2.15,0.1,1.947,-1.43591823606318
0.08,2.15,0.1,1.95,-1.45390184316699
0.08,2.15,0.1,1.953,-1.47213014926366
0.08,2.15,0.1,1.956,-1.49060617046114
0.08,2.15,0.1,1.959,-1.50933293780576
0.08,2.15,0.1,1.962,-1.52831349615185
0.08,2.15,0.1,1.965,-1.54755090296007
0.08,2.15,0.1,1.968,-1.56704822702153
0.08,2.15,0.1,1.971,-1.58680854710487
0.08,2.15,0.1,1.974,-1.60683495052295
0.08,2.15,0.1,1.977,-1.62713053161617
0.08,2.15,0.1,1.98,-1.64769839014899
0.08,2.15,0.1,1.983,-1.6685416296163
0.08,2.15,0.1,1.986,-1.68966335545615
0.08,2.15,0.1,1.989,-1.71106667316536
0.08,2.15,0.1,1.992,-1.73275468631413
0.08,2.15,0.1,1.995,-1.75473049445606
0.08,2.15,0.1,1.998,-1.77699719092963
0.08,2.15,0.1,2.001,-1.79955786054718
0.08,2.15,0.1,2.004,-1.82241557716733
0.08,2.15,0.1,2.007,-1.84557340114664
0.08,2.15,0.1,2.01,-1.86903437666631
0.08,2.15,0.1,2.013,-1.89280152892956
0.08,2.15,0.1,2.016,-1.91687786122513
0.08,2.15,0.1,2.019,-1.94126635185262
0.08,2.15,0.1,2.022,-1.96596995090466
0.08,2.15,0.1,2.025,-1.99099157690166
0.08,2.15,0.1,2.028,-2.01633411327393
0.08,2.15,0.1,2.031,-2.04200040468658
0.08,2.15,0.1,2.034,-2.06799325320215
0.08,2.15,0.1,2.037,-2.09431541427596
0.08,2.15,0.1,2.04,-2.1209695925792
0.08,2.15,0.1,2.043,-2.14795843764452
0.08,2.15,0.1,2.046,-2.17528453932901
0.08,2.15,0.1,2.049,-2.20295042308954
0.08,2.15,0.1,2.052,-2.23095854506483
0.08,2.15,0.1,2.055,-2.25931128695952
0.08,2.15,0.1,2.058,-2.28801095072455
0.08,2.15,0.1,2.061,-2.31705975302901
0.08,2.15,0.1,2.064,-2.34645981951791
0.08,2.15,0.1,2.067,-2.37621317885104
0.08,2.15,0.1,2.07,-2.40632175651757
0.08,2.15,0.1,2.073,-2.4367873684216
0.08,2.15,0.1,2.076,-2.46761171423356
0.08,2.15,0.1,2.079,-2.49879637050292
0.08,2.15,0.1,2.082,-2.53034278352731
0.08,2.15,0.1,2.085,-2.56225226197399
0.08,2.15,0.1,2.088,-2.5945259692491
0.08,2.15,0.1,2.091,-2.62716491561098
0.08,2.15,0.1,2.094,-2.66016995002372
0.08,2.15,0.1,2.097,-2.69354175174786
0.08,2.15,0.1,2.1,-2.72728082166485
0.08,2.15,0.1,2.103,-2.76138747333316
0.08,2.15,0.1,2.106,-2.79586182377362
0.08,2.15,0.1,2.109,-2.83070378398261
0.08,2.15,0.1,2.112,-2.86591304917203
0.08,2.15,0.1,2.115,-2.9014890887357
0.08,2.15,0.1,2.118,-2.93743113594253
0.08,2.15,0.1,2.121,-2.97373817735773
0.08,2.15,0.1,2.124,-3.01040894199376
0.08,2.15,0.1,2.127,-3.04744189019424
0.08,2.15,0.1,2.13,-3.08483520225449
0.08,2.15,0.1,2.133,-3.12258676678393
0.08,2.15,0.1,2.136,-3.16069416881641
0.08,2.15,0.1,2.139,-3.19915467767614
0.08,2.15,0.1,2.142,-3.2379652346081
0.08,2.15,0.1,2.145,-3.27712244018333
0.08,2.15,0.1,2.148,-3.31662254149135
0.08,2.15,0.1,2.151,-3.35646141913344
0.08,2.15,0.1,2.154,-3.39663457403257
0.08,2.15,0.1,2.157,-3.43713711407772
0.08,2.15,0.1,2.16,-3.4779637406226
0.08,2.15,0.1,2.163,-3.51910873486075
0.08,2.15,0.1,2.166,-3.56056594410198
0.08,2.15,0.1,2.169,-3.60232876797709
0.08,2.15,0.1,2.172,-3.64439014460114
0.08,2.15,0.1,2.175,-3.68674253672774
0.08,2.15,0.1,2.178,-3.72937791793075
0.08,2.15,0.1,2.181,-3.77228775885206
0.08,2.15,0.1,2.184,-3.81546301355808
0.08,2.15,0.1,2.187,-3.85889410605091
0.08,2.15,0.1,2.19,-3.90257091698358
0.08,2.15,0.1,2.193,-3.94648277063271
0.08,2.15,0.1,2.196,-3.99061842218588
0.08,2.15,0.1,2.199,-4.03496604540465
0.08,2.15,0.1,2.202,-4.07951322072867
0.08,2.15,0.1,2.205,-4.12424692389011
0.08,2.15,0.1,2.208,-4.16915351511203
0.08,2.15,0.1,2.211,-4.21421872896862
0.08,2.15,0.1,2.214,-4.25942766498911
0.08,2.15,0.1,2.217,-4.30476477909186
0.08,2.15,0.1,2.22,-4.35021387593868
0.08,2.15,0.1,2.223,-4.39575810230398
0.08,2.15,0.1,2.226,-4.44137994155677
0.08,2.15,0.1,2.229,-4.48706120935722
0.08,2.15,0.1,2.232,-4.53278305067317
0.08,2.15,0.1,2.235,-4.57852593822445
0.08,2.15,0.1,2.238,-4.62426967246586
0.08,2.15,0.1,2.241,-4.66999338322157
0.08,2.15,0.1,2.244,-4.7156755330856
0.08,2.15,0.1,2.247,-4.7612939227034
0.08,2.15,0.1,2.25,-4.80682569805036
0.08,2.15,0.1,2.253,-4.85224735982227
0.08,2.15,0.1,2.256,-4.89753477505114
0.08,2.15,0.1,2.259,-4.94266319105765
0.08,2.15,0.1,2.262,-4.98760725184767
0.08,2.15,0.1,2.265,-5.03234101705604
0.08,2.15,0.1,2.268,-5.07683798353443
0.08,2.15,0.1,2.271,-5.12107110967322
0.08,2.15,0.1,2.274,-5.16501284253861
0.08,2.15,0.1,2.277,-5.20863514789626
0.08,2.15,0.1,2.28,-5.25190954318084
0.08,2.15,0.1,2.283,-5.29480713345829
0.08,2.15,0.1,2.286,-5.33729865041259
0.08,2.15,0.1,2.289,-5.37935449437263
0.08,2.15,0.1,2.292,-5.4209447793772
0.08,2.15,0.1,2.295,-5.46203938125677
0.08,2.15,0.1,2.298,-5.50260798868976
0.08,2.15,0.1,2.301,-5.54262015716952
0.08,2.15,0.1,2.304,-5.58204536579426
0.08,2.15,0.1,2.307,-5.62085307676839
0.08,2.15,0.1,2.31,-5.65901279747808
0.08,2.15,0.1,2.313,-5.69649414497822
0.08,2.15,0.1,2.316,-5.73326691270122
0.08,2.15,0.1,2.319,-5.76930113917196
0.08,2.15,0.1,2.322,-5.80456717848656
0.08,2.15,0.1,2.325,-5.83903577228664
0.08,2.15,0.1,2.328,-5.87267812293582
0.08,2.15,0.1,2.331,-5.90546596758116
0.08,2.15,0.1,2.334,-5.93737165275967
0.08,2.15,0.1,2.337,-5.96836820918972
0.08,2.15,0.1,2.34,-5.99842942636892
0.08,2.15,0.1,2.343,-6.02752992658434
0.08,2.15,0.1,2.346,-6.05564523792874
0.08,2.15,0.1,2.349,-6.0827518659069
0.08,2.15,0.1,2.352,-6.10882736321093
0.08,2.15,0.1,2.355,-6.13385039724168
0.08,2.15,0.1,2.358,-6.15780081495572
0.08,2.15,0.1,2.361,-6.18065970462426
0.08,2.15,0.1,2.364,-6.20240945410134
0.08,2.15,0.1,2.367,-6.22303380521398
0.08,2.15,0.1,2.37,-6.24251790390697
0.08,2.15,0.1,2.373,-6.26084834579868
0.08,2.15,0.1,2.376,-6.27801321683251
0.08,2.15,0.1,2.379,-6.29400212874023
0.08,2.15,0.1,2.382,-6.30880624906883
0.08,2.15,0.1,2.385,-6.32241832556068
0.08,2.15,0.1,2.388,-6.33483270471772
0.08,2.15,0.1,2.391,-6.34604534442359
0.08,2.15,0.1,2.394,-6.35605382054191
0.08,2.15,0.1,2.397,-6.36485732745491
0.08,2.15,0.1,2.4,-6.37245667255234
0.08,2.15,0.1,2.403,-6.37885426472662
0.08,2.15,0.1,2.406,-6.38405409697543
0.08,2.15,0.1,2.409,-6.38806172325632
0.08,2.15,0.1,2.412,-6.39088422978037
0.08,2.15,0.1,2.415,-6.39253020097086
0.08,2.15,0.1,2.418,-6.39300968034998
0.08,2.15,0.1,2.421,-6.39233412664968
0.08,2.15,0.1,2.424,-6.39051636547247
0.08,2.15,0.1,2.427,-6.38757053685393
0.08,2.15,0.1,2.43,-6.38351203910023
0.08,2.15,0.1,2.433,-6.37835746929126
0.08,2.15,0.1,2.436,-6.37212456085301
0.08,2.15,0.1,2.439,-6.36483211861177
0.08,2.15,0.1,2.442,-6.35649995174664
0.08,2.15,0.1,2.445,-6.34714880505738
0.08,2.15,0.1,2.448,-6.33680028896097
0.08,2.15,0.1,2.451,-6.32547680862226
0.08,2.15,0.1,2.454,-6.3132014926138
0.08,2.15,0.1,2.457,-6.29999812148541
0.08,2.15,0.1,2.46,-6.28589105660727
0.08,2.15,0.1,2.463,-6.27090516963098
0.08,2.15,0.1,2.466,-6.25506577289185
0.08,2.15,0.1,2.469,-6.2383985510522
0.08,2.15,0.1,2.472,-6.22092949426143
0.08,2.15,0.1,2.475,-6.20268483308306
0.08,2.15,0.1,2.478,-6.1836909754132
0.08,2.15,0.1,2.481,-6.16397444558846
0.08,2.15,0.1,2.484,-6.14356182585533
0.08,2.15,0.1,2.487,-6.12247970034744
0.08,2.15,0.1,2.49,-6.10075460169124
0.08,2.15,0.1,2.493,-6.07841296033706
0.08,2.15,0.1,2.496,-6.0554810566884
0.08,2.15,0.1,2.499,-6.03198497608038
0.08,2.15,0.1,2.502,-6.00795056663728
0.08,2.15,0.1,2.505,-5.98340340001952
0.08,2.15,0.1,2.508,-5.95836873505222
0.08,2.15,0.1,2.511,-5.93287148421128
0.08,2.15,0.1,2.514,-5.9069361829275
0.08,2.15,0.1,2.517,-5.88058696165602
0.08,2.15,0.1,2.52,-5.85384752064657
0.08,2.15,0.1,2.523,-5.82674110733939
0.08,2.15,0.1,2.526,-5.79929049630277
0.08,2.15,0.1,2.529,-5.77151797162092
0.08,2.15,0.1,2.532,-5.74344531163416
0.08,2.15,0.1,2.535,-5.71509377592904
0.08,2.15,0.1,2.538,-5.68648409447182
0.08,2.15,0.1,2.541,-5.65763645877608
0.08,2.15,0.1,2.544,-5.62857051499405
0.08,2.15,0.1,2.547,-5.59930535881956
0.08,2.15,0.1,2.55,-5.56985953209158
0.08,2.15,0.1,2.553,-5.5402510209873
0.08,2.15,0.1,2.556,-5.51049725569561
0.08,2.15,0.1,2.559,-5.48061511146369
0.08,2.15,0.1,2.562,-5.45062091091187
0.08,2.15,0.1,2.565,-5.42053042751493
0.08,2.15,0.1,2.568,-5.39035889015125
0.08,2.15,0.1,2.571,-5.36012098862478
0.08,2.15,0.1,2.574,-5.32983088006856
0.08,2.15,0.1,2.577,-5.29950219614236
0.08,2.15,0.1,2.58,-5.26914805094154
0.08,2.15,0.1,2.583,-5.2387810495376
0.08,2.15,0.1,2.586,-5.20841329707597
0.08,2.15,0.1,2.589,-5.17805640836008
0.08,2.15,0.1,2.592,-5.14772151785534
0.08,2.15,0.1,2.595,-5.11741929005068
0.08,2.15,0.1,2.598,-5.08715993011922
0.08,2.15,0.1,2.601,-5.05695319482387
0.08,2.15,0.1,2.604,-5.02680840361712
0.08,2.15,0.1,2.607,-4.99673444988851
0.08,2.15,0.1,2.61,-4.9667398123163
0.08,2.15,0.1,2.613,-4.93683256628375
0.08,2.15,0.1,2.616,-4.90702039532346
0.08,2.15,0.1,2.619,-4.87731060255645
0.08,2.15,0.1,2.622,-4.84771012209574
0.08,2.15,0.1,2.625,-4.81822553038673
0.08,2.15,0.1,2.628,-4.78886305745978
0.08,2.15,0.1,2.631,-4.75962859807243
0.08,2.15,0.1,2.634,-4.73052772272154
0.08,2.15,0.1,2.637,-4.7015656885076
0.08,2.15,0.1,2.64,-4.67274744983532
0.08,2.15,0.1,2.643,-4.64407766893723
0.08,2.15,0.1,2.646,-4.615560726208
0.08,2.15,0.1,2.649,-4.5872007303394
0.08,2.15,0.1,2.652,-4.55900152824737
0.08,2.15,0.1,2.655,-4.53096671478366
0.08,2.15,0.1,2.658,-4.50309964222633
0.08,2.15,0.1,2.661,-4.4754034295443
0.08,2.15,0.1,2.664,-4.44788097143236
0.08,2.15,0.1,2.667,-4.42053494711399
0.08,2.15,0.1,2.67,-4.39336782891043
0.08,2.15,0.1,2.673,-4.36638189057493
0.08,2.15,0.1,2.676,-4.33957921539237
0.08,2.15,0.1,2.679,-4.31296170404462
0.08,2.15,0.1,2.682,-4.28653108224299
0.08,2.15,0.1,2.685,-4.2602889081294
0.08,2.15,0.1,2.688,-4.23423657944864
0.08,2.15,0.1,2.691,-4.20837534049435
0.08,2.15,0.1,2.694,-4.18270628883169
0.08,2.15,0.1,2.697,-4.15723038180027
0.08,2.15,0.1,2.7,-4.13194844280087
0.08,2.15,0.1,2.703,-4.10686116736988
0.08,2.15,0.1,2.706,-4.08196912904575
0.08,2.15,0.1,2.709,-4.05727278503159
0.08,2.15,0.1,2.712,-4.03277248165844
0.08,2.15,0.1,2.715,-4.00846845965389
0.08,2.15,0.1,2.718,-3.98436085922055
0.08,2.15,0.1,2.721,-3.96044972492919
0.08,2.15,0.1,2.724,-3.93673501043147
0.08,2.15,0.1,2.727,-3.91321658299674
0.08,2.15,0.1,2.73,-3.88989422787815
0.08,2.15,0.1,2.733,-3.86676765251249
0.08,2.15,0.1,2.736,-3.84383649055887
0.08,2.15,0.1,2.739,-3.82110030578085
0.08,2.15,0.1,2.742,-3.79855859577674
0.08,2.15,0.1,2.745,-3.77621079556287
0.08,2.15,0.1,2.748,-3.75405628101421
0.08,2.15,0.1,2.751,-3.73209437216721
0.08,2.15,0.1,2.754,-3.71032433638899
0.08,2.15,0.1,2.757,-3.68874539141755
0.08,2.15,0.1,2.76,-3.66735670827711
0.08,2.15,0.1,2.763,-3.64615741407288
0.08,2.15,0.1,2.766,-3.62514659466946
0.08,2.15,0.1,2.769,-3.6043232972567
0.08,2.15,0.1,2.772,-3.58368653280718
0.08,2.15,0.1,2.775,-3.56323527842902
0.08,2.15,0.1,2.778,-3.54296847961775
0.08,2.15,0.1,2.781,-3.52288505241098
0.08,2.15,0.1,2.784,-3.50298388544929
0.08,2.15,0.1,2.787,-3.4832638419469
0.08,2.15,0.1,2.79,-3.46372376157535
0.08,2.15,0.1,2.793,-3.44436246226354
0.08,2.15,0.1,2.796,-3.42517874191722
0.08,2.15,0.1,2.799,-3.40617138006091
0.08,2.15,0.1,2.802,-3.38733913940545
0.08,2.15,0.1,2.805,-3.36868076734368
0.08,2.15,0.1,2.808,-3.35019499737742
0.08,2.15,0.1,2.811,-3.33188055047803
0.08,2.15,0.1,2.814,-3.31373613638352
0.08,2.15,0.1,2.817,-3.29576045483439
0.08,2.15,0.1,2.82,-3.27795219675088
0.08,2.15,0.1,2.823,-3.2603100453538
0.08,2.15,0.1,2.826,-3.24283267723119
0.08,2.15,0.1,2.829,-3.22551876335319
0.08,2.15,0.1,2.832,-3.20836697003695
0.08,2.15,0.1,2.835,-3.19137595986374
0.08,2.15,0.1,2.838,-3.17454439255035
